srcip,sport,dstip,dport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,attack_cat,label
27,33352,56,309,icmp,CON,13.975319189130776,1401,90,144,112,9,9,http,9.552551904407355,1.3731583965468852,47,66,389,27984,68997,476,0.7687104620705999,0.22977113935824311,0.06615766116701793,Normal,0
109,28757,122,668,udp,FIN,23.810311195654766,808,733,140,4,9,9,http,6.693617985903946,4.968807062040383,59,22,635,84043,20269,313,0.19765400508352804,0.7845595690531848,0.653893044926635,Analysis,1
123,35990,219,66,udp,CON,70.83770230302414,364,1736,42,139,4,6,http,7.865351313650976,5.262138481634121,2,57,239,95798,85511,795,0.6866811401493317,0.8107996865457702,0.9678067028012746,Fuzzers,1
204,22243,64,259,tcp,FIN,31.91536246046589,790,70,32,53,7,0,ftp,3.025306418241094,4.8367423750651515,42,54,786,10980,13184,506,0.9744633126454949,0.08371498057177973,0.5917862161986,Backdoor,1
113,21348,250,802,icmp,CON,95.19672208103803,1181,1203,103,232,9,5,dns,6.553887117812916,1.1465820981536223,80,44,325,4602,6878,464,0.5228387035771147,0.5278915197167213,0.5643706707259362,DoS,0
238,45548,163,225,icmp,CON,82.0219315181635,1250,431,178,130,3,0,smtp,0.3646245914057744,8.048140724471262,77,89,647,13741,54141,496,0.3584619940155752,0.013901908701863142,0.7973703943034489,Analysis,0
35,21236,91,325,udp,FIN,55.3981500114502,1264,808,178,62,8,4,http,1.6560957285233324,4.478790567175308,45,76,346,75570,58261,902,0.22210203981068977,0.4343661368926417,0.6055663243783521,Normal,0
14,49340,159,432,tcp,CON,62.5783686453203,400,989,214,138,5,5,http,5.131570948691026,9.095244053898861,46,81,295,44247,55645,137,0.904858802183337,0.5116768232938184,0.399751981853127,Normal,0
2,49092,178,351,icmp,INT,91.89507368158435,1953,797,18,67,5,8,http,2.2306689722111175,0.12025536933911507,27,83,715,50642,63643,625,0.753336843962296,0.9306312835966223,0.03184132414102947,DoS,1
91,62528,175,762,tcp,INT,32.0560227156711,1311,1022,251,6,4,6,smtp,5.051161982279235,3.3774985199803567,52,41,947,22320,46822,104,0.23071862272540988,0.7608748302278083,0.982817080460439,Normal,1
50,9522,220,931,tcp,FIN,80.90495509803786,884,247,247,164,8,2,smtp,2.182423941085717,2.4649189590302925,66,58,136,47253,87479,521,0.35316536325813497,0.99258377566744,0.8026988353134467,Analysis,0
24,24460,169,560,tcp,CON,44.878470210457685,1658,951,84,185,1,8,ftp,5.01785192669884,9.767329114208522,85,95,839,9395,76387,875,0.8585333296070348,0.3456970269417917,0.4646102634636149,Analysis,0
60,50794,7,597,tcp,CON,87.13355732648353,187,1042,29,101,5,7,http,6.857817916740774,2.4299190701587436,39,69,989,64743,72,384,0.5792627891975674,0.41938020127601194,0.21977230802865444,DoS,0
248,28710,96,754,icmp,INT,6.520642745444372,662,745,3,186,8,4,ssh,0.8776416516086416,3.827376494528607,43,78,443,66845,46831,936,0.8903392818525785,0.3920619667262353,0.8969982638700764,Fuzzers,0
204,43279,231,421,udp,FIN,71.7921705047194,942,1981,96,83,1,7,ftp,7.056108953075712,8.46817743095188,59,4,582,39757,94948,983,0.5737068895636795,0.20280801310060548,0.14439024279330126,Backdoor,0
5,48457,53,476,tcp,CON,80.85002070342323,1956,1579,36,63,7,8,http,8.380486602482799,1.1918679936651488,47,40,367,86368,77140,696,0.03449550019513947,0.3684943012832368,0.1737319811048278,Analysis,0
233,58082,127,974,icmp,INT,61.329710657263114,302,1062,111,194,9,8,ssh,8.92478799982671,7.219917745179661,79,73,683,34216,63159,296,0.39553978765679243,0.32029189093613386,0.43747206807140493,Analysis,0
53,15611,128,406,udp,FIN,29.35165548102051,1479,236,159,153,1,7,http,2.366406685015873,2.475296215127644,8,63,831,7190,24341,442,0.45790195289209823,0.7856586426343666,0.5254765211914016,DoS,0
104,17806,142,286,icmp,FIN,14.797999070269984,1055,69,49,2,2,1,smtp,2.8278331896606144,5.983040985401486,19,58,902,93676,77708,139,0.09142560092431773,0.10856886824492984,0.6942115098422746,DoS,1
84,31401,221,41,udp,FIN,73.90871593971065,872,1178,205,80,6,4,smtp,0.532637396289114,0.6740964984180386,64,55,213,98703,57606,863,0.058667876360537496,0.24061505877288236,0.07709782632333428,Analysis,1
103,33678,138,41,tcp,FIN,12.8128881368046,979,1254,45,111,8,4,http,9.44269945914651,3.05595973782499,18,62,830,32818,98745,735,0.6800907057508634,0.576854642737033,0.9861317082416249,DoS,1
194,59410,1,791,icmp,FIN,84.4331268246111,1021,131,122,109,4,5,ftp,9.180836368399726,3.1451552967082383,22,70,205,17142,84183,427,0.5462947349319113,0.20103302100988762,0.944641537915908,Backdoor,1
181,3539,62,251,icmp,CON,50.11245619691449,930,54,28,74,0,7,dns,8.488198333148938,4.377156654993575,64,73,414,12038,38866,692,0.07549037193105546,0.07869472698425128,0.5365325548434834,Backdoor,1
151,16846,161,763,icmp,FIN,38.20683817758604,1206,1743,188,14,2,4,http,6.743236780894001,0.7994067614375133,61,59,860,37026,55556,579,0.42066324566947966,0.5692035233656291,0.6603109089997513,Analysis,1
160,59890,199,64,icmp,INT,23.666963877929582,1592,1827,187,241,1,3,ftp,3.665158931591823,9.849231659596485,23,5,756,16926,9861,807,0.9385228581259221,0.2648438856935639,0.04413623065246497,Fuzzers,1
185,40676,165,818,icmp,CON,1.6387892064987475,1098,87,4,109,8,4,dns,6.306252643551683,1.6439129635254945,24,9,491,34819,79352,720,0.52454660268515,0.07375952432409472,0.2794012220073214,Backdoor,1
47,44594,187,429,icmp,INT,90.52785966821226,771,1051,29,128,4,3,http,6.224326544332777,3.244950826006879,4,21,916,80598,84687,234,0.5295842827425297,0.6359314995380628,0.26839088470632866,DoS,0
101,17132,62,839,icmp,FIN,60.43877950180606,641,1131,23,104,7,1,ssh,6.923107439831372,6.926281615775709,25,7,579,99290,81458,929,0.9495710395457608,0.5202723934941265,0.22512559050988035,Backdoor,1
28,41206,25,854,udp,FIN,70.08942165964098,1530,1393,187,202,6,4,ssh,8.131741170051885,9.267154375915354,56,35,286,60722,70217,469,0.5866708571726813,0.5418471912047733,0.9743189332101256,DoS,1
179,24882,241,592,icmp,INT,97.36996223057987,189,691,14,66,8,5,ssh,3.0416589050629064,3.6877815148140627,40,77,845,52657,5359,224,0.5070755005224576,0.9228095382564219,0.3892811891824077,DoS,1
112,48290,143,999,udp,FIN,21.868453755719553,1572,1754,86,194,4,7,http,1.7366726618415562,5.7354981476868545,16,51,231,34524,93400,916,0.9924197425992208,0.03834508416117355,0.40393904214475795,DoS,0
162,6864,188,969,tcp,CON,6.271788389888455,390,1360,178,175,6,6,dns,4.431951667052329,1.6578689547267667,57,98,572,82711,58581,489,0.8731638915186989,0.8019972215066516,0.6311158127287038,Backdoor,0
144,19366,244,723,tcp,CON,48.471681119596376,754,1578,240,215,6,4,smtp,0.8948594354112871,4.6705454560212445,95,83,515,17887,88968,171,0.7871826696487578,0.157761815503349,0.30399854278746397,Analysis,1
70,42608,47,514,udp,INT,42.106162676954426,1813,1015,14,254,3,7,ftp,2.895865278226032,6.497629776214614,27,68,298,86162,32827,358,0.30178711081065523,0.902930998393687,0.8736941328904472,Analysis,1
36,39979,222,949,udp,FIN,6.37473453924563,657,1108,173,30,5,0,ftp,8.866836704127095,3.6287961179612993,23,92,286,97071,50382,277,0.5346897523677245,0.26990525006283816,0.8581124519093557,Backdoor,0
248,55237,94,993,udp,FIN,47.23079026041157,620,1869,29,179,7,7,smtp,5.397929048557788,6.53590241155127,38,43,578,53988,35443,835,0.6566088411226756,0.738293050507201,0.3428051552314566,Normal,0
75,52692,159,430,tcp,FIN,54.13812438843587,78,831,81,237,3,4,ftp,5.8277786097049855,0.11757720474886213,38,13,696,22240,50757,539,0.763726925143016,0.5134252419696408,0.2025910474459247,Analysis,1
28,1955,99,345,udp,CON,11.679565550153248,1995,831,99,68,9,7,http,6.282290302378372,1.8396809971091321,3,10,606,72400,33358,928,0.2076588145816387,0.7491001402449168,0.04612367833574782,Fuzzers,0
78,6848,51,323,udp,FIN,69.52475825854548,1565,1851,162,110,8,5,ftp,6.099193523510714,3.352666733719248,73,3,212,93482,45599,221,0.22620411594896006,0.16722490329949002,0.13882634378843017,Normal,0
230,23879,224,959,tcp,FIN,34.572344973524906,636,743,30,33,4,1,ssh,4.100864535266542,5.63267236905932,23,48,970,70741,82009,915,0.11095817834609956,0.5052015619169722,0.7352147037429538,Fuzzers,0
67,62878,89,174,udp,FIN,56.43434046643646,1481,85,33,49,0,4,ftp,5.767021734944811,8.569086748231472,22,6,305,96131,47371,182,0.6247420900965456,0.9771104600006159,0.5833063170742839,Normal,1
251,31806,7,23,udp,INT,63.70926762519203,1719,1190,31,49,4,0,dns,7.630435827946887,2.3871855502027017,21,29,489,73515,92814,742,0.7789109608948667,0.3445653300007028,0.7094150723728175,Fuzzers,1
118,58560,39,522,udp,CON,35.82072111995069,335,836,62,117,7,7,ftp,0.42896217729722297,0.2769497430220913,72,12,973,29806,17356,226,0.49621667536134517,0.8909643530285425,0.5396261096754357,DoS,0
219,4845,245,975,tcp,CON,73.5488724208188,118,93,3,142,2,2,ftp,2.0219871307030157,1.9943357061160005,42,68,578,27869,93582,499,0.6713052477963999,0.7854139117157398,0.4069106986152111,Normal,0
166,63149,209,348,icmp,CON,65.52873689872803,347,1018,51,203,7,0,http,1.827228952651676,6.020207061153453,42,93,248,60118,82178,903,0.3245209950314579,0.11269852304188221,0.479125069573591,Analysis,1
12,4965,169,526,udp,CON,5.7592944808373625,942,1111,56,121,8,0,dns,0.20042514704690317,3.440898604607577,60,7,180,71667,105,677,0.46874501533894153,0.4369333790345359,0.1580484365585062,Fuzzers,0
130,53171,198,127,udp,CON,13.414115414699134,1544,1747,162,145,2,4,ssh,5.2253382095907766,2.2275849858554366,62,16,975,68045,41997,892,0.8820474975136359,0.73559221339921,0.46867231328421444,Normal,0
106,57594,165,843,tcp,FIN,4.484105949073802,963,707,147,25,0,4,smtp,3.1011806864753586,9.056668416815846,78,31,269,7764,16313,359,0.6700614510095186,0.3003259204146188,0.7551461602346112,Backdoor,0
52,20010,232,955,udp,FIN,86.96977160929605,291,364,17,158,0,5,dns,2.976959014460425,2.144350595133999,12,42,256,2063,13695,567,0.01666382026180868,0.6071042287993829,0.95328162434383,Backdoor,0
140,20430,26,656,udp,FIN,34.92035327773612,465,828,202,120,1,9,smtp,8.294466889940797,1.887158642448965,5,11,695,3871,29854,307,0.7744416753009109,0.10746878848463925,0.9803431189939774,Normal,1
27,38540,17,144,tcp,FIN,53.07711321121775,1601,1410,129,75,2,7,dns,7.502702388859887,9.724734451342126,95,62,587,73324,63770,922,0.6859359630056048,0.8048386943210992,0.6443528587056463,DoS,1
178,47605,177,118,udp,FIN,52.83132280946234,1605,1062,250,55,8,8,ssh,6.1612232513542855,3.104355447641458,33,83,786,26779,74397,795,0.3599637505272154,0.5252261836901736,0.5947507471493834,DoS,0
209,8775,246,762,tcp,INT,47.30049852304453,473,1349,154,219,6,4,ssh,2.31007746885179,3.3477769058270503,21,90,650,47213,98901,277,0.6201317176736801,0.5410591417538836,0.6257859720512746,Fuzzers,0
24,16307,148,148,udp,CON,39.96424018637725,448,224,129,48,7,9,ftp,2.171403172988776,3.2188105869138237,51,39,274,98641,50161,826,0.45797298180700774,0.7877387041509119,0.5710846881304474,DoS,0
122,49676,246,88,tcp,CON,34.54016547439343,985,1920,208,148,8,9,ssh,4.365456100836102,3.5524016258920676,14,39,326,86823,64721,165,0.9590298981165023,0.5105470066908682,0.8223728972391015,Fuzzers,1
167,53116,102,913,udp,INT,25.91607384660226,176,628,17,234,7,6,ftp,8.858353342630283,2.8963528018305276,67,29,752,21675,46482,165,0.16058089561478095,0.09077920318806343,0.5822070711863517,Normal,0
16,10935,172,549,tcp,INT,23.64981961907715,410,1742,21,130,2,6,smtp,2.5582976054703224,9.371156019146046,18,23,128,32452,42368,715,0.9741693960373252,0.43454620191236026,0.489180214527414,Analysis,1
99,58413,130,617,udp,FIN,64.5930119360225,1302,1173,3,6,1,3,ftp,7.10480000629526,6.9591521509989365,57,20,126,85984,85545,466,0.1336370127023394,0.601612131350175,0.6791821883399387,Fuzzers,0
66,56943,224,697,udp,INT,70.25795274593038,539,989,246,206,0,4,dns,9.691725864401949,9.402774012983418,25,65,241,13994,88615,624,0.2523730539244543,0.22889566923376747,0.2612070889888326,DoS,0
10,57016,165,366,icmp,CON,24.359073245607355,1599,1950,185,141,1,0,http,9.575188244145469,6.107240551436172,73,57,212,67413,91067,187,0.12763965718498005,0.2548122886671029,0.49196351414502626,Normal,0
205,16542,112,255,udp,CON,13.674939172338728,1174,220,153,130,3,3,http,2.527258751682415,2.3791731013649198,17,55,930,55873,22157,507,0.17357567467203194,0.18510813991375585,0.512664819186026,Analysis,1
113,44192,63,541,udp,INT,77.19292037346179,704,1989,18,188,1,2,smtp,1.7475313698351636,2.208741922766743,7,82,217,99701,21325,162,0.04426854155150328,0.6431157170618033,0.7351506316808197,Analysis,1
191,11372,80,95,icmp,INT,7.3824086360265495,1710,1686,63,89,8,5,ssh,4.809181383886748,7.986044289501755,79,66,465,3689,29421,735,0.8430618226252254,0.7387003726628815,0.24103195600186478,Normal,0
150,13695,19,316,tcp,INT,55.165964354999154,941,724,194,8,8,1,http,8.330971231106949,2.6228534297060113,29,30,654,7486,59429,919,0.4225847022729734,0.15596428622847225,0.8484749544471015,DoS,1
223,5598,40,615,tcp,FIN,48.57264184300064,1199,525,22,246,1,7,ssh,0.8134396947494682,0.9666040191044789,86,75,614,37912,26852,831,0.511075709288178,0.9024055354474992,0.6149688383473245,Backdoor,0
254,32833,130,966,udp,FIN,69.6364135272662,1046,762,40,26,1,4,dns,6.489873191471352,0.1861343915368885,85,22,939,24325,85253,137,0.0017723120206040166,0.7063141308407866,0.6180627396644972,Normal,0
153,46914,9,625,tcp,FIN,79.62305411827663,453,1518,164,66,0,9,dns,4.368532725873613,7.921393482135443,47,92,530,14060,34209,205,0.8463869944100454,0.9893328939778376,0.7443062636177409,Analysis,0
90,13845,120,774,tcp,FIN,92.20425258360618,666,249,84,74,5,7,dns,0.5516465107229063,7.177533370743149,1,27,809,45783,49591,759,0.6146370608575024,0.19984783449163868,0.7958217382630016,Backdoor,0
108,13036,11,333,icmp,CON,27.379974596895586,1124,1141,166,58,8,1,smtp,1.9167223697227742,2.4828735769580836,63,68,934,80341,50881,930,0.8305049660824213,0.6064957943717724,0.5784360336076491,DoS,1
210,18891,42,77,icmp,FIN,3.8443930575835505,62,235,83,101,5,0,ftp,7.100652018501008,3.345755601873254,53,31,964,8496,86958,569,0.29303842512679634,0.35389304206027716,0.5323150454380726,DoS,1
109,13775,176,397,tcp,FIN,56.93322086362589,383,134,33,175,8,3,ssh,5.475250658222559,6.546760153659626,54,5,606,59593,28735,318,0.6296120694309106,0.2546033481151977,0.97328236855665,Normal,0
133,54755,8,713,udp,INT,38.299592417996365,99,978,110,97,5,1,http,3.4805380052249846,7.149030559048491,40,46,398,83475,69886,762,0.1671533020062569,0.46313547114765574,0.3161269766114333,DoS,0
50,11971,86,65,udp,CON,44.40880873595423,1051,45,80,102,3,5,http,2.025573929108212,3.5444607496537506,24,11,209,47962,93706,594,0.06001466161686286,0.8436129550797038,0.24302067866500587,Fuzzers,0
252,18990,49,889,tcp,INT,84.07648784490566,701,1436,136,196,2,4,ftp,9.259526265227922,4.493479671459346,43,14,190,1916,55119,125,0.8203095250069711,0.7402912154801515,0.3221062809976858,DoS,1
166,20751,14,316,icmp,INT,36.10058313553238,473,289,26,36,9,5,dns,4.566241894267101,3.3176426700202146,78,13,627,21073,35834,164,0.8777326236433849,0.13478710949448858,0.7978404727026582,Analysis,0
84,14100,53,710,icmp,INT,53.933618647074496,1942,1742,227,131,1,1,smtp,5.919963186120812,4.430862026660243,88,93,977,36338,58088,163,0.20954571418672452,0.9962220891897474,0.5076692232972527,DoS,0
149,61742,29,906,udp,INT,13.563304372397521,1573,575,221,45,4,3,http,4.0760053448457665,1.188267413790851,31,1,185,43702,6229,642,0.609055142999285,0.335392591618199,0.19387899498498296,Backdoor,0
102,14546,21,633,tcp,INT,79.26150922504154,1066,1754,145,58,9,3,ssh,1.2853499686535874,8.667736251675308,19,71,658,89242,348,200,0.2660828008575743,0.31288865854472114,0.9494230244323137,Backdoor,0
40,32416,169,191,tcp,CON,48.986237637297634,1712,577,62,139,5,2,http,9.128658373412687,8.735838066373178,4,44,426,24579,7049,144,0.8683095276506763,0.09475821859440281,0.8398521875336934,Analysis,1
223,37546,32,276,udp,CON,32.60516339969058,56,870,140,171,5,7,smtp,4.629599732521646,9.319226331752862,56,57,906,53052,92350,382,0.38383294534977686,0.9571118510924148,0.7678985313229916,DoS,1
225,17853,239,489,tcp,INT,43.71550949206361,1263,474,116,218,9,5,smtp,7.452629388218337,4.184997989218785,84,37,220,13426,36049,381,0.5030709587177857,0.8330518660225942,0.007640881314921466,Backdoor,1
213,31424,124,1002,udp,INT,23.989075741079812,1964,1457,32,132,9,7,ftp,3.768045787029987,9.514856232306197,81,12,950,18399,8813,174,0.9225637290841784,0.39779078950640523,0.5734709345883992,Normal,1
94,12016,104,699,icmp,CON,56.24392111532911,813,1745,164,254,4,8,http,5.443248899756431,1.318222211057437,48,57,620,53150,80819,837,0.7077014703814342,0.3191631697396575,0.5226784113616048,Backdoor,0
66,32171,223,639,udp,CON,22.553845575668863,1933,1931,211,210,4,3,http,3.75684934182397,2.828631906978826,18,46,801,64979,82103,549,0.8752446970900976,0.9792689756964615,0.7188846735463904,Normal,1
13,2243,198,826,icmp,CON,35.86335016363956,1682,1086,50,201,8,7,dns,1.6341416585411872,5.066430069321553,35,65,199,82208,73107,448,0.9099011243908746,0.6882967978687976,0.35563925498911364,Fuzzers,0
186,29345,107,162,tcp,INT,8.66464422896167,1527,395,156,77,1,0,dns,3.944136430658115,3.4982550310347693,88,83,253,89919,82647,959,0.39895731615494245,0.2887844479399051,0.48830191693504865,Analysis,1
84,24570,248,101,icmp,CON,30.022298311685812,752,268,176,51,3,4,smtp,8.696053031436605,5.77037093965202,65,79,731,38107,22086,786,0.36317751077331184,0.12334469140005588,0.7636963726887747,Normal,1
227,23639,135,605,icmp,CON,38.16958761329637,1014,484,38,20,8,3,ftp,4.828334035032879,3.651587408575124,32,78,367,11889,15989,148,0.7194179163080419,0.7829403645876607,0.715621305886767,Normal,0
221,8124,180,614,tcp,CON,77.8170935886736,729,243,134,173,3,3,dns,7.401165862202998,3.867307566050713,58,1,567,92081,96804,864,0.47775520455389864,0.10778599241773734,0.5074152648664091,Analysis,1
33,65454,247,278,tcp,CON,64.85531581508513,1342,787,33,14,8,1,ssh,3.1457591393672746,1.108567227228453,97,24,874,79771,12613,769,0.617777797690955,0.4792856353886472,0.46381399198844087,Backdoor,0
233,2766,184,649,udp,CON,11.806547306778548,284,1198,175,51,1,3,smtp,3.3266305716330757,6.354826950731141,64,15,209,29390,19008,731,0.9596614461329329,0.9565672105558096,0.09770071920561663,Normal,0
36,10449,151,173,udp,FIN,60.19870937438604,1474,1525,160,104,4,3,smtp,0.5853532155753283,0.8780171214748833,67,47,928,60096,80550,362,0.504167902616521,0.922371639192797,0.8865876149571508,DoS,0
125,7667,157,218,icmp,INT,44.26235311376142,1741,1359,187,41,7,5,dns,2.3756821092444316,9.885951528321202,5,54,904,3628,38717,996,0.9761464157745574,0.3754186150324339,0.951709569051569,Fuzzers,0
121,64097,167,917,icmp,FIN,41.569952150589494,1299,687,200,62,2,0,ssh,4.221168457158803,1.1129137593725857,2,26,921,85651,84348,380,0.99112947063826,0.7438083118620721,0.838588629073418,Fuzzers,0
243,21572,249,50,tcp,FIN,10.407440733914719,311,1438,61,43,4,2,dns,2.0074986704272115,5.795537814790603,28,23,542,73698,46640,748,0.9931301815126646,0.8865065537928049,0.13961887629840342,Normal,0
167,28825,179,580,udp,FIN,58.46258266511937,79,104,107,55,8,5,ssh,9.000453400356049,8.600738292220203,62,62,516,56075,320,557,0.1846102320826407,0.9792410852412783,0.6242639307201567,Backdoor,1
223,49462,77,867,icmp,INT,17.46535284808335,1896,1320,3,41,4,2,dns,6.684995167260679,3.076013849262791,72,3,288,36544,37128,125,0.7083170812020773,0.7329429479612346,0.43613402957252545,DoS,0
152,4279,6,735,tcp,INT,27.917760007938753,701,1852,149,138,0,6,ssh,4.018925939587903,1.2816385872146985,43,3,443,20681,76900,234,0.5947055220998335,0.017280695311413186,0.17143584376010612,Analysis,0
